,team1,team2,pre1,pre2,prob1,prob2,score1,score2
735,17,11,2146.544180236661,2073.9093082062523,0.8340905189908538,0.580439104654913,8.0,4.0
736,15,7,2146.7814054972696,2122.7581485725545,0.7810149812841287,0.6354485178446625,1.0,4.0
737,27,0,2091.8611583427737,2106.293389236812,0.7133496913048796,0.7041343175084936,2.0,0.0
738,13,16,2049.556488538979,2185.315140555144,0.5582137934354467,0.8568770602188542,9.0,6.0
739,29,3,2184.5582752111377,2037.3608270852633,0.9416355537138739,0.47281626787518644,3.0,5.0
740,20,2,2118.647034196199,2173.4488187312313,0.678478034668869,0.7358675888805264,5.0,0.0
741,26,18,2166.7965535353164,2220.5847609172038,0.6704843812591723,0.7439822892903228,5.0,3.0
742,19,12,2180.576214200577,2211.351937185676,0.7547132930641178,0.6598380980118188,3.0,1.0
743,21,10,2067.547263646217,2023.7861928697857,0.7971917628388904,0.6195319999362983,5.0,11.0
744,26,18,2169.5856902321825,2217.7973190348994,0.6200141559299053,0.8032065153634191,4.0,8.0
745,6,8,2110.2556772693456,2163.362474972726,0.6751553542284736,0.7391448812191589,1.0,7.0
746,23,9,2060.3072006928887,2119.928924185656,0.6692608644192779,0.7466394947739514,4.0,8.0
747,14,24,2236.7675706200644,2077.140355684105,0.9476503395887039,0.46702834911238345,7.0,2.0
748,22,1,2109.463210840601,2129.216406836457,0.7259312178945676,0.6892511983997207,3.0,0.0
749,19,12,2178.8076516785186,2213.1195863889325,0.687609633348656,0.7298335737921765,3.0,2.0
750,27,0,2090.1501116951536,2108.0039540058133,0.693562658334543,0.726470417578442,4.0,3.0
751,15,7,2151.005172579542,2118.544660664375,0.7790234102429072,0.6398751596833013,3.0,8.0
752,6,8,2107.855209206906,2165.7644100479474,0.6587216620015152,0.7554926049860586,2.0,0.0
753,13,16,2047.4343073796438,2187.4356109604787,0.5633702716789653,0.8510609964868057,3.0,2.0
754,4,28,2133.8100034867775,2097.463021450844,0.7717029746900508,0.6442353780175276,5.0,3.0
755,17,11,2148.6898317597675,2071.7625355840073,0.836629124907146,0.5781231857896514,3.0,4.0
756,21,10,2071.445903616963,2019.8935936824555,0.8087310004762851,0.6081958688799197,13.0,17.0
